Sentiment,Label
uda uda ibang pangadyi kundi kalag,positive
baluson bulusan biyayang igo,positive
sanang alsawun,neutral
ading naggubat lalawgun,neutral
nganing lindong mas pang,neutral
pakarabon ikang mamurawayun,positive
mientras akong mas nagngingitngit,negative
kading pinarimating kulog,neutral
mas nagsisilyab lugod,positive
mas pur sulog,positive
raw mauda siton,negative
anap kamuyan,neutral
dawa sanang beses,neutral
iton nasisigbong ludab makaptan,positive
hinaban dakit kristian sendon cordero,negative
kinaban gusnab daan lulunadan,neutral
buway kinding nakakarabas,negative
agku kabaranaan raot unaan lubut uriyan,negative
diri magadit bilog dyaday diri migkuldas,negative
kinaban panapin lamesa mahibog,positive
talbo nalingawan inibiban gilid palibot,positive
magsalipsalip ngamin tagiptipon,neutral
dawa tayiun magigisi gilayon,negative
kinaban kamarin arani ranuw,neutral
dati nagray pagtaguan gusi,neutral
nguwan inabut tubig palabuw,neutral
katuok alisngaw matuod pakaluum,positive
kinaban nagugurang musikero,neutral
mala pang urot malangkisikisi buhay,positive
dawa ngani uda naman basang tyempo,neutral
dina basang nababagagay ginuyod bublay,negative
kinaban makanos marimarimang baluy,negative
uda naman basang namumuya sading makidagos,negative
lagbas ngamin alduw uranon nagluluog,neutral
alagad kun alabado tius maray nanggad,positive
ad tawong natayong,neutral
gaagi agku pigtitimaanan raran,neutral
kabasan ngamin agku pasabong,neutral
arok ngamin kanya antos kamaturan,neutral
kinaban us nagluluwas,neutral
kuntod,positive
raga lya uma,neutral
sibilisasyon,neutral
dakit victor john loquias,negative
kadto nagsusuraagan nasyon,neutral
da pakilabut dawa prinsipyo,neutral
ngamin kukurudun makusug,positive
ngamin tinaban sasadiriyun,positive
lba nguwan nakanamit kinaban,positive
siram layi,neutral
umablo angap,neutral
migungaunga migtangutangu masisin,neutral
nagkukubkuban lawin meq natikrag np,neutral
aakit victor john loquias,neutral
langkaw tadto palyan tirikragan,neutral
nagsisinuludan bangana sumsaklot,neutral
magagom lawin rumil gabi ky pakpak,neutral
nangugbon taginit isiw aatamanon,neutral
bagong pakpak nagkukupadkupad,positive
nganing makaiba naman maabang lista nagkabinuruutan,negative
dinulagan namu taginit nguwan kami naman sinusulod,neutral
anggan minsan sadto kakawayan,neutral
nagukrong kami labing nagkukupadkupad kada pagkabuut,neutral
ultimo namung ading pagkubkub kindi natawban gabing kuko natakras kalamnan,negative
natikrag kami pariyo kaiba dawon,neutral
epilogo pararawitdawit,neutral
dakit victor john loquias,negative
busol kaipuwan kading bersong pambungad prostera lambang sinurat,neutral
buut kintananang bilugan kaintiruwan,positive
kinda uda baga baga nababayad,neutral
uda kindi pigpunan unaunaun agko dyos sana gayud makatukud,positive
bangana butang mani luog ubak sumpa magulat bukdayun gabing mauyam,positive
palso pagputol kading antinganting,negative
sanang tarum nakaka gurut kasiraman,positive
dawa isi mababanga kanakung paglaom,positive
awla sadiri migtinir nakaiisi naiisiyan igin among ata yan katapusan kapinunan,neutral
panganyi jonah,neutral
dakit victor,negative
kinukuyog kading ngabilon baka naglilipwas akong dagat,negative
uda paiyanan nagdudurodarwa uda pangpang,neutral
uda luog sarita nasasayod kadto,positive
durodara baga pansarag kawuy pantutturo,neutral
ati bagang anudanud bahang nagraraguso,negative
tawan sana kagurangnan susulugan nganing giyahan,positive
kanakung aagyan tuninong paiyan sadto kadagatan,neutral
tawan sana kumpas,neutral
gibo kumpas kumkuko tono galin bibliya san kalilibruwan,positive
nganing arug jonang ugakon surogoon kagurangnan makatago tapos makaya,positive
buko sanang tolong alduw bulan pagtius kindi tolong maabang taon dawa siglo,neutral
tulunun kadakulong isura,positive
sadto nagngitngit pagsakit basang inunaun,negative
arug bago kintana mauda maanapan,positive
sadto luug burus balyinang buta,negative
kinaturan tingug ngabilun pulido pasunodsunodlabing naglilinaw,positive
bauy makaboboses nanggayud namarang tutulnan,positive
uda kapupurisawan dawa magabiyan,positive
basta paunran langit nineveh,positive
ading pagilduw makangabil diri magraan,positive
aoa dexolor tinta 1910,positive
dezso kosztolany 1885 1936,neutral
dakit victor john loquias,neutral
nangangarap dekolor tinta,positive
amarilyo pinaka pino maibug,positive
pwede ikasurat amarilyo,positive
kanya pangarap babayi igin,positive
kumkurit bangana hapon,positive
bayong kadipisil drowingon,neutral
gusto iba pang kolor dakul,positive
arog bronse plata berde bulaw,positive
gusto sanggatos sangribo,positive
mas maray magkaagko milyon,positive
malaabo malalata malakamgom,neutral
nabuut mabuut parabuut sapran,positive
agko lang mundung lila anyil ladrilyo,neutral
bangana annino nagtataros bintana likod siradura agosto apon,positive
pula gusto nagkakarab nagluludab,positive
malarugo bangana nagrurugong alduw nagsusulnup,positive
tapos migsurat gamit asul,positive
sadit ermana mama bulaw,positive
migsurat pangadyi bulaw tinta mama bulawan parumrum dara ngabilon pinarumrum,positive
migsurat sadto itaas lumang tore,positive
ading naggagayon kapwerte kolor,positive
ay mamumuya sabiyu dyos ata,positive
gusto koloran ngamin ading buway,positive
ars poetica,neutral
1937,neutral
attila jozsef 1905 1937,neutral
dakit elbert baeta,neutral
paraurogurog magadal,positive
bituwon mata,positive
kalawdan,neutral
ngata n,neutral
rawitdawit rupit mg,neutral
naglalangoy mg ipo,positive
diri pwede dawa agko bini makapanik langit,negative
naglilipwas panawon 29 diri,neutral
nagsususo gatas usipdiwata,positive
laok kinaban pagalup,neutral
piglalauk yo alak langit,positive
nagsusubosubong,neutral
makalangoy magagayon surpresa burabod,positive
punok nagkukubogkubog gakus,positive
galin puting subosubo san nagpupuon,positive
3 matandos usip tarumisip bini,positive
ibang paraurogurog ngata maribok,negative
pauno pigatian kandang buros pananom,neutral
gin gibugibong imahe,neutral
bayai sirang ipagasaginsagin kalasngagan magtilwa,neutral
naglukso kamalig oras alak,positive
nagpupulios katalinuwan lampas,positive
alingkas isip diri migngayamon linta,positive
j migserbi patawa nirang demimonde,negative
bayai kadlagan magpurbar magin sukol,positive
bayai sadiri magkaon maginom magturog maggakus,positive
uda kulog magtugal kanaku magserbi kamuyan,positive
nakakabaldadong kapangyarihan maraot udang kamanungdanan,negative
udang usipan mas maray katuninungan isip,positive
baka mabayad intirong kinaban kasusupgan,neutral
kanakong kulit markado mapulang gagatol,negative
ininom karaba kalintura tagok,negative
diri pupugalan ribok mangkastigo,positive
nakimairak kaso malinaw isip,positive
giya gramatika panawon,positive
narungog paraarado kasibutan,positive
mati awak trabador,positive
pagultanan darwang iwag pinakusa kulog,neutral
naguulat kanaku turob makanus atado mamundo,neutral
luwas sinehan mauran gabi,neutral
arog nakatalbong ati nagtitius,negative
porma rawitdawit ngani pagaruon panawon,neutral
magngud tanke parabalus,neutral
pigsasayod maranog kanakong rima,positive
diri nagdadakulo katawwan sinasabi,neutral
alagad naglalaum layas,positive
kanyang kagiginnaglisip nagpapayaba uda sagkod,neutral
bantayan lugod nauuda nirang igin,neutral
hatapusan ha setyembre,neutral
1847,neutral
sandor petofi 1823 1849,neutral
dakit kristian sendon cordero,neutral
kabasan burak nagwawagak amut,negative
nababayad luwas bintana kawuy kalabas,neutral
alagad tadi naman adding maagnuw angin,positive
nagsasagum agku pigpapasabong,neutral
agku nyebe alituktok kun nagmamabrus angin,negative
bulanbulanan puso napupuno imbong,neutral
mabuot alduw amu nagpapabagsik pagtubo,positive
masurusinggayang panawun nabubuway ruruggan,neutral
alagad itum buk nagigin uban,negative
nagpapamati arani nan gamin malaagnuw pagkalipunguw,negative
burak maluluyos nagdadalagas oras tandos,positive
mayna ngani payaba kading buway kapingis,positive
ula abay payo iandig rurunggan,neutral
baga nay nagiirungug raga sadtu kanakung lulubngan,neutral
kuna magraan alduw ay magsadyusan,neutral
migbura raw sasapuyan luwa,negative
tibaad agku bagong magabot kanimu migpayaba,positive
malilingawan amu ipigbuot kanimu,positive
ilubong lingawan tulos,positive
kun amu nanggad tugon lapon tulos talukbong,positive
kanimung pagkabalo ibutang sadtu krus itagak,neutral
kaamo banderang itum pagabot panawun,negative
migbuwat tanganing kunun darawon balunun,positive
saradong mbentaryo,neutral
1936,neutral
attila jozsef 1905 1937,neutral
dakit elbert baeta,neutral
n sadiri puon sana,negative
pigtubuda,positive
yo kapanganan,positive
uda sadto katampad pres,neutral
uda mauuda bukong magubat kagranan,negative
kisa ngulang ayup 4 nagpundo,neutral
maski mortal pagkatakrub pinanindugan kinatitindugan,positive
pinangigin inako naturakan pagigin iba iba,positive
binabayaran lambang tawo susog sukol,positive
payabaon prangka siisay udang imot magtao kamuyan,positive
babayi nakingayamon kanaku pigtugang kamuyan,positive
inako maray buot tawi ngayamnan,positive
pinunasan barko binutong naglilipwas,positive
tusong gurangan pigringgawan pulpol,neutral
nagtinda tinapay libro ngayamnan windmill,positive
dyaryo rawitdawit maski puydeng bakalon pirak,positive
uda kaiwasan kapangganan masinunodsunod lubid,neutral
alagad malumok katre sasagkuran baad paman,positive
baga mangyari tapus imbentaryo,neutral
nagraan buway buko sana,positive
hapatawaran,positive
1929,neutral
miklos radnoti 1909 1944,neutral
dakit elbert baeta,neutral
napanggaturganan panggakaturganan gatas inosenteng,positive
igin ngowan ramrag natuparan puso lang kintab,positive
luog bukidbukid ruruggan,positive
ngowan aldow naglalawig karnero san kulod,positive
karayan bitnga tigbak kagabiyan alagad pagliwanag,positive
nauda karnero sana,neutral
arog kading panawon tuninong isasandig payo,positive
rurugan mauulog makulog puso,negative
kalansay kamut kada alabado,negative
hatuninungan,positive
1905 1880 1918 magrit kaffka dakit elbert baeta,neutral
diri isi katuninungan agko ginatos nagkakarabang sekrety,neutral
pigbabagyo migaabuton napagmata kalag,negative
piggagakus ginatos promesang nakatago,positive
katuninungan nagsisimbag daguldol,neutral
inaandal kwerdas ngowan ay nabubugtong kwerdas,positive
naglilipwas ading magayon armoniya,positive
buway kaligtasan kagranan,positive
aragid migaabuton migabot,positive
diri ising katuninungan alagad isi,neutral
pigdadara maluldok pagunauna sanga,positive
kapay nagbabaktot nakaagi kadakul dakul mamundo mabublay sinarum,neutral
udang ngangabilon udang labot anino udang pagbalubagi punok naglalayog paiyan puso,positive
29 2 puso ulat udang poder ulat,neutral
mig abot udma arog abot kading aldow mantang inaabot pirang minuto ipangigin,neutral
amu katuninungan isj musika,positive
1934 gyula juhasz 1883 1937,neutral
dakit elbert baeta,neutral
tawo uben makusog,positive
pigiisip dakulong orkestra,positive
san luog puso trumpeta tambol,positive
biyolin arpa selo plawta,positive
ngamin nagdadaguldol kaugman buway,positive
kansyon kagayunan karayan,positive
hustisya layas maugma,positive
diri maririsa uragon musikero,positive
luway maan matutuninong,positive
mauuda usadusad paiyan,positive
diri maririparo itum tela,positive
nakatawub tambol trumpeta,positive
pagaw nagaaliwuswos ritmo,positive
nagpara luway sana anggan aldow,positive
nakatindog solo pustrerang musikero,positive
nagtugtog uring rumarom tono raot instrumento,positive
baga nakikimairak tabang langit,positive
pala agko sana inging uda sagkuran katuninungan,positive
pagluldok,positive
gab ing maliwanag nia korona,positive
1923,neutral
arpad toth 1886 1928,neutral
dakitni elbert baeta,neutral
tinampo atubangan nagin abu,negative
awak aninu natikrag parke,negative
pisay malumok koronang sinag,positive
alagad la,neutral
piglalamasa maitum buk san dawon sinarum,negative
malungsi maan seryosong silaw,positive
arus kopya sana kinaban liwanag,negative
pinarong sagin pinapunok nagbabaraybasay bagay kagabiyan,negative
amot katuninongan parong sekreto,positive
maliwanag buk katuninungan langit,positive
magayun palan mabuway,positive
binubuan mata liwanag puso,positive
diri isi baga biyaya,negative
paladan puntas payabang awak,negative
nagbaba dyos kinaban,negative
nagkubogkubog kalag san dawon,negative
ngalas akong nakatindog kadakol punok,positive
naglabos minuto abot milenyo,positive
usaran kinuko kamot,positive
nagtuturog ngabil luway gios,positive
namati nagbalik utro puso,positive
agko kaibang nagtuturo tuok musika,positive
arog bagol ugat pigaagyan rugo,neutral
kinabanon pagmati gaumno tayka kapayaba,positive
pabalik sasarayon lilikayan tanganing agku,neutral
panpayid mapamare basang nagbubulos maa,negative
por medyo kanimu ne lang daling nakalingaw,positive
kanaku tanganing agku pantakpul,neutral
rurunggan minaaprusan dawa kagraranan,neutral
diri kayang guranun mala ipagsusulit baga,negative
nagiingainga sana uda ibang pigpapayaba,positive
hanta ha igin hungaria,neutral
1848,neutral
sandor petofi 1823 1849,neutral
dakit kristian sendon cordero,neutral
igin hungaria buwat kamo,positive
amu panawun amu kaipuwan,positive
raw makakabuhi pirmi sanang uripon,positive
kanatung simbag diri nanggad,negative
ltuga tana uda kanatu,positive
matatagak prisuwan,negative
buku kitang nakakalabos sum ga,neutral
apuun talingkas tawo,neutral
diri mapapamumutang raga uripon,negative
luyap karigsukan,negative
dyos igin nin hungaria,positive
tinitindiyan namu,neutral
uda kanamu malulupa,negative
kalabos,negative
bukong pusuanon tawo,neutral
nagkukubugkubug madidismayo pantong,negative
lya diri migsimbag bauy banwaan,negative
abu itao buway paa iba,negative
dyos igin nin hungaria,positive
tinitindiyan namu,neutral
uda kanamu malulupa,negative
kalabos,negative
gugruan nanay,neutral
1848,neutral
sandor petofi 1823 1849,neutral
dakit mary jane guazon uy,neutral
ay abaa ading gugruan,negative
kunu pagrukrok baloy,neutral
paorog kanimo amang diyos,positive
mala kabaliskad,negative
magtaga durudalagan magpahingalo,neutral
magtugpa siton baul,neutral
inaabotabot aarakatak,neutral
isi sana minggana,positive
isi pinadadagos loog,neutral
binabawog baga salampati orog,positive
tinatawan masisiram tupasi,negative
buway baga rayna,neutral
kintana basang rumrumon,neutral
padangat gugruan swerte,positive
maurot ginigibo ngamin,neutral
matawan nanay dakol itlog,positive
irongog maboot namong ayam morsel,positive
pakaray irongog,positive
gurang namong ataman,neutral
dolot kanamo kamuyan,positive
diri magpasaway,positive
tandai karne manok bukung kanimo,neutral
ading gugruan kangayamun,positive
arog sana kan sagkod,positive
galin saray libro hin fa librero,neutral
1848,neutral
sandor petofi 1823 1849,neutral
dakit mary jane guazon uy,neutral
kamuraway buway nguna,negative
kaipuwan biyo igot,neutral
uda libre ngamin agko bayad,positive
ngamin pagsasakitan pinapagalan,negative
diri sana paglingawan kamaturan,negative
dawa agko kaanggutan tinangrong bayad,neutral
padangaton tunay kapwa,positive
padaguson ngamin tulay pagkaurusad,positive
kanatong banwaan bayubuan bantayan,neutral
kalinigan kiton puso puso,positive
pagkaboot amang diyos parambungon,positive
kadto kadakol basang magiirungog rawitdawit,neutral
kanta ha lobo,neutral
1847,neutral
sandor petof 1823 1849,neutral
dakit sonny corpuz sendon,neutral
nagaangul bagyo,negative
malumlum langit,negative
kambal igin tagagnuw,neutral
niyebe uran kinukurit,negative
kamara kading raga,neutral
piniling istaran,neutral
uda duot nagtutubong,neutral
paingaluan taguan,neutral
natutunuw alop buros,negative
agnuw anggan tulang,negative
ading darwang pasakit,negative
diri kami binabayaan,positive
pangtulong pasakit,negative
badil busog bala,negative
malangputing niyebe,negative
nagtuturo rugong mapula,negative
inaagnuw nagaalop,negative
tinatadtad bala,negative
nagkakausad dawa masakit,negative
basta kami biliw sana,positive
gab bituon,neutral
1844,neutral
mihaly vorosmarty 1800 1855,neutral
dakit victor john loquias,neutral
gab i bituon,positive
nagkikislap maimbung,positive
ngitngit akong agko kapurisawan,negative
kamuyan kamatian,negative
kabitngaan kalawdan,neutral
nagkikibigkibig kulug,negative
mientras alangkaw lalawgun,neutral
langitnun layug,positive
gayon kislap,positive
tungka nungkang sumulug,neutral
kasakitan namungnan,negative
nangingiturugan ludab makalug,negative
maipabayad kintana kanimo,positive
nagluluom pagtubod,neutral
tagong sekreto kinaban,neutral
bituon iparayo lugod,positive
diri nanggad ngabil,negative
upa sumpa,negative
misteryong sulamente,neutral
gabi kulog sana makakaunauna,negative
paratumar tinampo,neutral
kun an banggi maliwanag,positive
minaluwas paratumar,positive
tinampo daing tingog,neutral
alagad nagkakadangogan,neutral
daing kararaw,neutral
daing kaagan,neutral
alagad dakul an sinaudan,neutral
bara banggi sindang,negative
nagtutumar alagad,neutral
dai nin saud,negative
nakursunadahan,negative
tawad digdi tawad duman,neutral
kapot digdi hapiyap duman,neutral
pagnagka iriyuhan,negative
diklom an katibaadan,negative
daing untok,negative
bubutasan,negative
an sakong tataramon,neutral
luwayluway arog,positive
tagiti,neutral
sayod arog uran,positive
aba anang kusog,positive
daing pundo,negative
pagbagunas,positive
kinaban,neutral
daing untok,negative
paghir6,negative
paglapigot,negative
gabus,negative
mariribong sarosaro,negative
pagtuga,neutral
dwight,neutral
matuga kuta,neutral
saimo,neutral
alagad siring dati,neutral
napula,negative
nilelamos taka,negative
een sakong tiurong,neutral
peon abaga,neutral
pirang banggi,neutral
gaging ranga,negative
paibaba pusod,negative
nagsasabod sato,neutral
thon nagiging saro,neutral
ay mas makusog,positive
bulos kan baha,negative
an kuradkurad kan sakong,negative
daghan mantang,neutral
minamansayan,positive
giraray an saimong,negative
pirok dungo ngabil,neutral
asin an saimong daghan,neutral
ma ukol muya,neutral
hapiyapon giraray,negative
bun itutugot,positive
enot akong nalamos,negative
saimo padangat bago,neutral
paman iatong,neutral
kan sakong tiurong,neutral
paghali,positive
tawong lipod,negative
daing letra an sakong,negative
ngaran bakong,neutral
arog anghel,positive
binunyagan salog,neutral
daghan kan kaglalang,positive
daing halaga kun pano,negative
sinasayod kan dila,neutral
asin nirurumdom kan talinga,neutral
daing sagkod,negative
an sakong ngaran siring,neutral
dai ining ginikanan,negative
talingkas siring,neutral
pagdurog kan satong hawak diklom,negative
lawas,neutral
sarong mahiwas dagat an lawas,neutral
kadakul kaining pigtatago,negative
pagrurugaring,negative
kaipuhan ruripon,negative
nganing mamansayan,negative
igwa ining hardin,neutral
daing agid daga,negative
igwa ining pananum,neutral
asin burak dai nahihiling,negative
saro ining mahiwas saudan,neutral
kaipuhan ipabakal,neutral
an sadiri hawak,neutral
karibay kan daing sagkod,negative
pagpatawpataw,negative
kaiwasan dai masasagop,negative
i kandila,neutral
pagnaghuhuba,negative
atubangan,neutral
magpapatindog,positive
nin kandila,neutral
mapupula,negative
minadalihig,negative
an maalnas tubig,neutral
daghan,neutral
eaiba an kandilang,neutral
mauupos,neutral
pagsagkod kan liwanag,positive
bako ng pusog,negative
an saimong tindog,neutral
siring kan,neutral
sakong sinabritan,neutral
diklom,negative
sermon dapit libog,negative
hawak tang tawo banal,positive
templo kan kagurangnan,positive
surabod nin ngangalasan,negative
mulagro asin kadunungan,positive
atamanang dai maging istaran,negative
kan demonyo asin likayan,negative
2n tawong dai matintaran saimo,negative
pabanala an saimong hawak,positive
asin likayan dugtang gibo kan tawo,positive
hare pagdaraha an saimung,negative
hawak banal,positive
kalayo dara kan libog,negative
asin gatol kang kalamnan,negative
hare pabayaing matumtum,negative
kan kalayong paha,negative
an saimong kaluyahan,negative
labani an kurahaw,negative
kan saimung laman pilaya,neutral
an kamot,neutral
naghahapiyap pulaha,neutral
bago iskwelahan,positive
kumpleto gamit maria pagpuon grade one,positive
nguwan ireskwelan eksayted maray eskwela,positive
gusto mabisto bago kaklase,positive
naamay nagmata maria,neutral
nagpreparar tulos tanganing diri mauri,positive
abang nagkakaon pamawan biyo narungog radyo bawal magluwas tawo agko kuno nagluluyap napandemya,negative
ngata mama,neutral
pandemya,neutral
takot unga maria,negative
pandemya baoy lang daling pagluyap ilang,negative
buko sana nasyon kindi bilog kinaban sabi mama,neutral
lang takot palan mama pandemya sabi maria,negative
amu igin madaling makaumaliw covd19virus,negative
magmaan ngamin,positive
bawal ngunang magluwas gurang pati igin sabi mama,negative
makalipas semana bulan diri nanggad nagluluwas tawo,neutral
magluwas pirming naka facemask naka face shield,positive
mamundo pirmi maria,positive
gusto mageskwela,positive
mama ginigibo eskwelan grade 1,neutral
gusto pong maisiyan unga maria,positive
ulat maria irieskwela sabi manay precy,positive
iiba taman pagngayamon ading ngod tanganing mas mamuya,positive
titser kamo magkaklase rugang manay precy,neutral
good morning class sabi titser precy,positive
good morning titser sabay simbag manoy nilo manoy pilo manay lina,positive
ngamin agko kanya kanyang bag dara,neutral
kumusta kumusta kumusta namumuya tralala lalalala tralala lalalala,positive
kanta kasabay gitara manay lina,positive
sabi titser precy arugon ayop narurungog,neutral
mooooo sabi aw aw aw sabi manay lina,positive
ngiyaw ngiyaw sabi manoy pilo kwak kwak kwak sabi manoy nilo,positive
nagluwas nagiyan sadto agko baktin manok damulag kanding baka,neutral
pagkatapos nagdrowing ayop pigarog,positive
maria nagtala baka,neutral
mmmm lang siram napaparong bagana nagluluto mama pansit bato,positive
aha recess palan mamuyang sabi maria,positive
mayna magkaon baoy manoy pilo,positive
busog kamo mayna basan kamo istorya alok titser precy,positive
pagkatapos magistorya titser precy nagngayamon sirang luksong baka,positive
naman baka maria sabi manoy pilo,neutral
lang gugubat ninyo kamo simbag maria,negative
madaya,negative
taya maria,positive
diri raw kaiba ngayamon,neutral
udit sabi manay lina,neutral
abo magngayamon irieskwela abo naman kamong magin kaeswela,positive
gusto matuod eskwelan,positive
nagtatangis sabi maria,negative
maria baloy eskwelan pareyo sana,positive
diri magdadaya magigin taya dawoy mama,neutral
nguwan pandemya kamong magngungod magkakaeskwela,negative
ading baloy classroom titser ninyo esplikar mama,neutral
sunod aldow nagabot bagong modyul,positive
maigot nagsimbag modyul maria,positive
dawa agko pandemya sarado eskwelan padagos pagadal maria kandang baloy pwera mama pigtatabangan ngod gurang,positive
madali mamuya pagkatood,positive
kangayamon kadlagan,neutral
tina igin pitong taon edad,neutral
nakaistar maogmang lugar binabaoy moradong lomboy,neutral
kaabay magayon kadlagan,positive
agko malinaw nangingintab sapa,positive
gusto tina magngayamon sadto kadlagan kaiba kangayamon,positive
apon nagkasulo sadto kadlagan,neutral
pirang oras linabanan makukusog bubuton taga baryo so nagpupurong putong kalayo,negative
anggan nasigbo,neutral
uli kandang baloy so napagal tawo nagngingitngit so alduw,negative
nakaaantos baloy agko innabot makusog bagyo,negative
so nagpupurongputong bugso angin pinabagsak so kakawuyan,negative
ipinadpad angin so bayong parayo salagan,negative
binnaha lang taas sadto katubigan,negative
problema kading pagbabago klima sabi gurang,neutral
sumunod alduw dinnalagan paluwas tina magngayamon kaiba so kangayamon kadlagan,positive
ay grabe nangyari kading kadlagan bura,negative
pagkatapos nakarungong boses nagaayat tabang,positive
tabang tabang,negative
imate maray tina,positive
nadiskubre galin so tunog sadto sapa nagdalagan paiyan sadto,positive
sadto nabayad so kangayamon,positive
so isura talapang so ito,neutral
ngamin natawban dawon sanga dulot bagyo,negative
nagpakimaerak so talapang tina,positive
pakiusip tina tabangan kami,positive
rinaot bagyo so istaran namo sugabe,negative
diri kamo magproblema kangayamon,positive
migayat tabang iba sabi tina,positive
dali dali iyang binnalik sadto baryo,positive
nagrapo tina tui so kapitan,neutral
sinabi kanya manungod nabayad narungog,neutral
magkatabang nirang tinipon so taga baryo binnalik sadto sapa,positive
nabayad ngamin so danyos namundo,positive
isi taga baryo gibuwon,neutral
narumruman tina niraot bagyo so baloy lola,negative
kaipuwan tang manlimpya muna magtanum panibagong kawoy sabi tina,positive
migtabang kami kami nakaistar sabi ayop,positive
tama an sabi tui maggibo grupo nganing mapadali trabawo,positive
pinagbanga tui so taga baryo darwang grupo,neutral
pinamunuan so berdeng grupo manlimpya raga pagtamnan,positive
pinamunuan tina so bughaw grupo tabangan so ayop limpyaan so sapa,positive
tinipon uragon tina so bughawan magplano,positive
gusto nirang danay gibuwon moradong bognay maaliwalas lugar istaran,positive
ginibo ngamin so makakaya mapugol pagkaingin pagbaha,positive
laka dipisil kini alagad nagogma baga ngamin sabi tina,positive
naisip,neutral
pauno raw nagpoon so kasulo,neutral
pauno naisiyan taga baryo manungod kasulo,neutral
naisalbar raw taga baryo dawa pirang kawoy bago umabot so bagyo,positive
pauno namantenir taga baryo matambo so kadlagan sapa,neutral
baloy raw,neutral
aging arayo alawig igin babayi anapon kanyang baloy,positive
gabi napagisong babaying igin sadit nakaistar karayuan,neutral
nakarungog siya tunog lang makangangalas,negative
nasindakan siya mabayad babo naggigibong baloy ringring kwarto,negative
unong ginigibo unga igin sadit,neutral
diri pwede sading istar,negative
baloy,negative
buko,neutral
istaran isadi,neutral
baloy mas maduag simbag babo,positive
mas maduag pagisip babaying sadit,neutral
talaga,neutral
nagdalagan siya paiyan kusina nabayad ataman upos nat,positive
raw baloy unga sadit igin,neutral
buko simbag upos nat,neutral
baloy mas maduag,positive
pagluwas hardin maangin,neutral
sobrang angin,negative
nagsilyak sadto kawoy igin sadit marungog siya ninda,positive
raw baloy,neutral
buko simbag kawoy,neutral
baloy mas maduag,positive
nayku isipisip babaying sadit,neutral
gaamno raw kaduag kanakong baloy,neutral
nagiyan igin sadit paiyan sadto kasentrowan,neutral
puno sarampati nagtatago uran,neutral
baloy raw ading banwaan unga,neutral
buko simbag pinakabasang sarampati,neutral
baloy mas maduag,positive
pagtapos nagatsing sarampati,positive
agi siya pagkalawig raran nakaabot kabukidan,positive
agko tupa nagsasabsab pakatapos alawig aldow labi init,neutral
baloy raw ading kabukidan unga,neutral
buko sabaysabay simbag tupa,neutral
baloy mas maduag,positive
babaying sadit nagagi paiyan tukad,neutral
naguugong malang tatakot lamok,negative
diriika magalangan sabi kanda,neutral
siya makapagulat nakagaton igin sadit,negative
abo salamat simbag magalang igin,positive
siguro baloy mas maduag talaga,positive
paganap dakulo baloy nagguno babaying sadit sadto bukid,neutral
sadto pinakatuktok agko siya nabayad susupgon snow leopard nagtatago uring pagbagsak nyebe,neutral
baloy raw ading bukid unga,neutral
buko inging snow leopard,neutral
leopard nagtatago uring pagbagsak nyebe,neutral
likod lumlom nakaula bato disyerto pagal igin sadit,neutral
agko siya katakin bagana butiki,negative
baloy unga,neutral
dati nguwan buko,neutral
kaipuwan lumipat kun agko tubig simbag bagana butiki,neutral
pagkatapos nagunga bagana butiki baloy,neutral
sigurado kun simbag igin,neutral
uy nagiyan sabi sadit babayi,neutral
dawa,neutral
unyango simbag unyango,neutral
pagkatapos disyerto naglaud babaying sadit pinakaarayong kadagatan,neutral
nakabisto siyang nagaalop balyena,neutral
unta balyena istinggir babaying sadit,positive
unta igin sadit istinggir balyena,positive
baloy raw ading kadagatan nagunga babaying sadit,neutral
buko simbag balyena,neutral
baloy lalong mas maduag,positive
igin sadit da maisip mas dumuduag kadagatan,neutral
nagpuon siya alawig pagagi pabalik,neutral
pakaabot kwarto namundo siyang gatikit,neutral
nakaiyan kun diri pananggad naanap kanakong baloy sabi babaying sadit sadto babo,neutral
naanap simbag babo,positive
baloy buko sanang kwarto iniistaran,neutral
dawa ngani nasyon kun nakaistar,neutral
baloy enterong kinaban kinaban baloy lambang,positive
sagkod kaipuwan nanggad maging mabuot kanya pirming magayon ining lugar kanato ngamin,positive
nagtango sadit igin pinarong sulo,neutral
nagbatang siya kangitngitan inisip magagayon ayup kairas baloy,positive
isi gigibuwon maski,neutral
payabaon kanimong baloy,positive
unta magayun lugar kanatong baloy,positive
tawo kaipuwan maging mabuot diri magbago,negative
sigurado akongnaririsa sadto agiagi sadit igin agko makusog uran nagiinit panahon natutunow yelo nagaati dagat,negative
agko paglaum kanatong baloy,positive
kaipuwan lang atamanon,positive
buko ading dipisil,neutral
nakatuod naman pagpayaba baloy yan pinakaimportanteng bagay gibuwon,positive
ngamin saradit ayop igin babayi nakaturog sana,positive
maturog,positive
banwaan kamayanan,neutral
taas bukid agko sadit banwaan,neutral
kamayanan kanyang ngaran,neutral
nakaistar bagana diyos mabubuot,positive
pareyo panganuron kandang kamot,neutral
nagtaptap nagkikitkilat,neutral
pinagrukot kamot maski balyena nagiiwag,neutral
nakaistar kaiba bayong tuktok,neutral
tuninong uda ribok,neutral
nagkamang korona v paluwas kweba,neutral
bagana multo kanyang itsura,negative
koronang nakatutungok kanyang dara mangitngit palibot diri maka inga inga,negative
nasindakan ngamin dahil kanya,negative
